Title;Artist;Genre;Keywords;Scores
Sleep On It;The Dip;Blues;reverie, float, dream, sleep, let, baby, sandman's, careens, paths, creature, yawnin, precipice, sleepy, slumber, that's, counting, caress, drift, crossed, wanna, darlin, longer, hours, gonna, put, rest, lay, catch, wonder, wake, dreams, fight, comin, since, wait, ain't, head, see, there's, heart, mind, night, want, oh, can't, back, i'm;0.117, 0.09, 0.089, 0.053, 0.046, 0.038, 0.033, 0.033, 0.033, 0.031, 0.031, 0.031, 0.029, 0.029, 0.028, 0.027, 0.026, 0.025, 0.025, 0.024, 0.024, 0.021, 0.019, 0.018, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.012, 0.011, 0.01, 0.01, 0.009, 0.008, 0.008, 0.007, 0.006, 0.005, 0.005, 0.005, 0.004
Fancy Drones (Fracture Me);Amythyst Kiah;Blues;fracture, drones, fancy, motions, hurts, going, prescribe, via, farce, atrophy, magazines, identity, ravaged, screens, feet, birth, design, cell, leather, machine, waking, nothing, pills, brain, we're, shoes, leave, think, turned, cause, need, take, feel, never, oh;0.624, 0.312, 0.247, 0.13, 0.098, 0.061, 0.052, 0.052, 0.052, 0.049, 0.049, 0.047, 0.047, 0.047, 0.046, 0.045, 0.043, 0.04, 0.039, 0.039, 0.038, 0.036, 0.034, 0.031, 0.03, 0.03, 0.029, 0.024, 0.024, 0.022, 0.021, 0.019, 0.01, 0.008, 0.007
The Heart That Never Waits;Joe Bonamassa;Blues;moving, i'll, rainin, rescued, waits, healer, landed, led, blues, train, worry, bottle, street, comes, late, never, masquerade, woman, vengeful, heart, shuffle, babe, aside, spoke, gods, wore, halfway, finger, dice, rolled, shade, wrapped, plans, welcome, lost, time, act, thinking, wild, saw, perfect, step, know, throw, sweet, soon, heard, must, behind, guess, thought, days, used, knew, gone, inside, alone, left, well, find, around, look, put, eyes, want, right, baby, see, love, oh, i'm;0.341, 0.072, 0.063, 0.063, 0.059, 0.056, 0.048, 0.046, 0.04, 0.037, 0.036, 0.036, 0.032, 0.029, 0.026, 0.019, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.001
Heavy Load;Gov't Mule;Blues;riverside, many, load, heavy, relief, bridges, much, roads, man's, somewhere, judge, rising, smell, blues, moving, singing, woke, air, ground, earthly, smoke, judgment, running, dead, farther, disgrace, ain't, dues, song, found, sky, i'll, angels, guess, gone, lonesome, wrong, mile, thing, wings, brought, forgot, dry, bury, til, riding, shoes, brain, things, leave, dust, worry, tomorrow, gonna, songs, trouble, pay, sing, caught, goodbye, woman, life, behind, goes, that's, walk, town, okay, going, know, play, best, please, maybe, line, die, old, sun, gon, high, something, lost, face, left, bout, day, there's, away, find, look, always, keep, i'm, let, come, see, way, say, need, time, can't, got, one, like;0.1, 0.047, 0.042, 0.039, 0.036, 0.036, 0.035, 0.035, 0.034, 0.034, 0.032, 0.029, 0.029, 0.028, 0.027, 0.026, 0.025, 0.023, 0.023, 0.022, 0.021, 0.021, 0.021, 0.02, 0.02, 0.02, 0.019, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.002
Louise;The Black Keys;Blues;louise, chicago, sweetest, gulf, warm, kin, called, hid, mexico, came, fade, look, girl, said, sweet, keep, goin, right, oh, wanna, know, yeah, got, i'm;0.417, 0.152, 0.147, 0.139, 0.134, 0.12, 0.116, 0.103, 0.062, 0.053, 0.04, 0.037, 0.036, 0.034, 0.032, 0.031, 0.029, 0.029, 0.02, 0.013, 0.012, 0.008, 0.008, 0.004
Hit 'Em Back;Shemekia Copeland, Kenny Wayne Shepherd, Robert Randolph, Tony Coleman;Blues;em, hit, shove, push, scream, back, right, love, let, forgive, stir, skin, together, buttons, eventually, gonna, solve, we'll, liars, cheek, worlds, minds, fightin, join, color, they've, everyone's, fore, haters, weak, sister, brought, blues, here's, sides, taken, problems, turnin, shade, places, cup, lovin, brother, born, apart, worry, seems, shot, win, matter, hide, drink, late, lie, start, different, nothin, nobody, three, hate, change, fall, another, try, new, bout, til, run, two, things, gotta, eyes, us, give, say, i'll, ain't, wanna, get, one, got, like;0.211, 0.164, 0.148, 0.11, 0.103, 0.097, 0.049, 0.038, 0.034, 0.029, 0.021, 0.021, 0.019, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.002, 0.002
Black Leaves;KIRBY;Blues;we've, mississippi, leaves, heavens, raised, iron, land, towers, black, strength, woman, god, power, hand, grit, made, cotton, got, choir, hope, mama's, glory, daughters, sons, stories, river, fire, like;0.232, 0.183, 0.165, 0.162, 0.15, 0.15, 0.136, 0.116, 0.113, 0.098, 0.097, 0.086, 0.075, 0.073, 0.061, 0.059, 0.054, 0.052, 0.052, 0.051, 0.048, 0.046, 0.046, 0.046, 0.044, 0.036, 0.026, 0.011
NOT A GOOD MAN WALKING;Liam St. John;Blues;he's, walking, good, man, craving, rings, filled, well, pocket, fingers, teeth, diamond, gold, white, blood-stained, got, royce, ink, ounce, money's, soul's, mind's, thrown, thick, leather, seats, split, wife, rolls, heart's, whoa, small, sent, veins, half, wide, brand, river, bought, cannot, put, sound, red, running, knows, hide, open, black, cold, name, gone, hard, head, new, eyes, ain't, see, one, can't;0.291, 0.112, 0.106, 0.105, 0.061, 0.049, 0.049, 0.043, 0.042, 0.042, 0.042, 0.041, 0.037, 0.035, 0.035, 0.033, 0.033, 0.032, 0.029, 0.029, 0.029, 0.029, 0.028, 0.027, 0.027, 0.025, 0.025, 0.025, 0.025, 0.024, 0.023, 0.023, 0.023, 0.021, 0.021, 0.02, 0.02, 0.019, 0.019, 0.018, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.014, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.006, 0.006, 0.005, 0.005
Real Contender;The Dip;Blues;sure, contender, something, whether, life, somewhere, along, thing, real, failure, fleeting, chamber, clearer, major, minor, noticed, brief, creepin, always, deceive, see, seasons, changin, floating, echoes, gone, realize, yesterday, sand, beside, hoping, fingers, deserve, wanna, movin, hang, trust, wanted, got, maybe, know, try, time, eyes, really, heart, think, around, need, want, could, feel, way, let, like, i'm;0.08, 0.074, 0.067, 0.058, 0.046, 0.038, 0.026, 0.025, 0.024, 0.023, 0.023, 0.023, 0.022, 0.022, 0.022, 0.021, 0.021, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0.019, 0.019, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.013, 0.011, 0.01, 0.009, 0.009, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.001
Never Leave You;The Record Company;Blues;searching, leave, sun, place, answers, california, never, find, keep, forget, automatic, forever, i'll, run, done, things, ooh, bit, cadillac, i've, alright, stolen, little, waves, gotta, gonna, we've, along, know, ride, nothing, break, ever, bad, there's, give, good, night, right, that's, take, yeah, back, like;0.128, 0.108, 0.067, 0.065, 0.064, 0.06, 0.057, 0.05, 0.046, 0.04, 0.037, 0.036, 0.034, 0.03, 0.03, 0.026, 0.024, 0.023, 0.021, 0.019, 0.019, 0.019, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.01, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.003, 0.003, 0.002
The Man Was Burning;Jake Blount;Blues;burning, yonder, georgia, hah, land, blasphemin, man, god, log, bout, name, people, told, this-a, a-drippin, commenced, sawdust, sawin, prudent, aloft, yes, saw, way, frightened, blood, grinnin, greed, greenback, broad, gathered, ears, came, witness, nose, began, money, mighty, cared, countin, threw, sent, dollar, flames, held, news, mouth, away, scared, fell, tell, fire, i'll, friends, fall, face, well, try, stay, would, gonna, little, got, get, said, come, make, yeah;0.143, 0.124, 0.118, 0.115, 0.104, 0.099, 0.081, 0.058, 0.043, 0.04, 0.034, 0.03, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.024, 0.024, 0.023, 0.023, 0.023, 0.023, 0.022, 0.022, 0.022, 0.021, 0.02, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.013, 0.013, 0.012, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.004, 0.003
They Go Low;Fantastic Negrito;Blues;low, baller, break, til, go, crawler, save, somebody, seen, please, us, baked, mascot, banger's, leaning, ladders, superstitious, presley, pointing, sat, greens, dead, devils, chicken, ow, cracked, tattoos, woo-hoo, ghetto, elvis, song, digging, evening, reflection, staring, jesus, relate, soldier, screaming, dry, crash, fingers, i'm, singing, storm, window, grave, gang, wall, singin, walking, street, burn, room, soon, mama, dream, found, coming, knew, hands, walk, wanted, somethin, side, name, old, boy, fall, live, face, little, there's, would, life, man, night, could, oh, see, never, yeah;0.585, 0.08, 0.063, 0.056, 0.049, 0.04, 0.037, 0.036, 0.032, 0.023, 0.022, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.003, 0.003, 0.003, 0.002
Blues All Day Long - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;blues, followed, all-day, sturdy, midnight, long, harmonica, portnoy, geese, rogers, day, rest, dream, trying, jerry, ramblin, jimmy, drive, anyone, west, home, thank, called, wild, away, woman, yes, song, seen, baby, please, take, let, alone, ever, bad, leave, better, mind, i've, love, like;0.582, 0.115, 0.097, 0.084, 0.061, 0.055, 0.049, 0.049, 0.049, 0.049, 0.048, 0.048, 0.044, 0.044, 0.043, 0.043, 0.043, 0.041, 0.03, 0.03, 0.03, 0.029, 0.027, 0.025, 0.025, 0.024, 0.023, 0.02, 0.019, 0.019, 0.018, 0.018, 0.017, 0.015, 0.015, 0.015, 0.014, 0.013, 0.013, 0.01, 0.007, 0.004
Click Click Domino (feat. Marcus King);Ida Mae, Marcus King;Blues;domino, click, another, pbr-in, buzzkill, landfill, rhinestone, waster, cheap, thrill, zone, play, drop, outgrown, updated, motorola, chauvinist, guestlist, jets, frontier, populism, cupcake, primadonna, aphrodite, apathetic, nihilistic, picker, winkle, pale-skinned, comfy, clickin, playboy, tripper, elastic, product, politics, gear, credit, toy, aesthetic, melting, payin, pushed, princess, mama's, plastic, mighty, pill, flip, made, push, ice, bought, sick, fake, pretty, oh, phone, lookin, come, deep, high, hear, til, new, little, put, like, never, can't, cause, got;0.285, 0.214, 0.13, 0.114, 0.114, 0.114, 0.114, 0.114, 0.098, 0.086, 0.082, 0.064, 0.053, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.036, 0.036, 0.036, 0.036, 0.034, 0.034, 0.034, 0.033, 0.032, 0.032, 0.032, 0.031, 0.03, 0.029, 0.029, 0.028, 0.028, 0.028, 0.026, 0.025, 0.023, 0.022, 0.02, 0.02, 0.02, 0.02, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.013, 0.012, 0.012, 0.012, 0.011, 0.009, 0.006, 0.006, 0.006, 0.005, 0.004
Good To Be (Home Again);Keb' Mo';Blues;good, anywhere, home, young, old, back, hood, strong, barbershop, hair's, source, saddle, fruit, whole, neighborhood, used, horse, gone, tree, lotta, downtown, hop, would've, grab, dawn, memories, bite, known, block, still, straight, eat, car, lot, town, going, everybody, damn, gon, place, bad, things, made, done, around, look, long, away, would, i've, i'm, ain't, take, feel, go, got, know;0.208, 0.059, 0.055, 0.04, 0.038, 0.037, 0.025, 0.023, 0.022, 0.02, 0.019, 0.019, 0.019, 0.018, 0.018, 0.017, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.002
Fireman Ring The Bell;Hank Williams Jr.;Blues;whistle, thunderhead, rang, fireman, rebel, engine, bell, dove, jail, diamond, whiskey, spent, blow, wall, mountainside, chastity, fare, baby, thee, turned, belt, town, days, cake, pen, told, left, sugar, tear, outta, whatever, yeah, part, woo, lord, fell, sure, alright, nobody, name, hear, play, talk, hey, face, well, call, fuck, get, man, could, tell, come, i'll, let, back, cause, love, go, time, got, like;0.076, 0.072, 0.072, 0.068, 0.064, 0.062, 0.06, 0.057, 0.055, 0.044, 0.043, 0.042, 0.042, 0.04, 0.038, 0.038, 0.038, 0.037, 0.036, 0.035, 0.03, 0.03, 0.028, 0.027, 0.027, 0.025, 0.024, 0.023, 0.023, 0.022, 0.022, 0.019, 0.019, 0.018, 0.018, 0.017, 0.016, 0.016, 0.015, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.01, 0.01, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.003
Have You Ever Loved a Woman - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;woman, loved, tremble, sin, much, ever, shame, cannot, bears, friend's, belongs, best, pain, wreck, alone, leave, friend, deep, inside, something, know, name, another, home, time, love, man, let;0.167, 0.116, 0.112, 0.077, 0.071, 0.067, 0.063, 0.057, 0.056, 0.05, 0.044, 0.042, 0.041, 0.04, 0.036, 0.031, 0.025, 0.023, 0.019, 0.019, 0.019, 0.019, 0.019, 0.017, 0.015, 0.015, 0.015, 0.01
Standin' Round Crying - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;automobile, killed, riding, baby, crying, standing, around, oh, resting, apple, used, nothing, ain't, tree, men, little, honey, gonna, look, girl, may, woman, afraid, lord, sweet, many, deep, got, alone, love, leave, man, always, get, mind, like, i'm;0.109, 0.078, 0.07, 0.064, 0.064, 0.061, 0.055, 0.054, 0.051, 0.041, 0.041, 0.038, 0.037, 0.036, 0.036, 0.033, 0.032, 0.03, 0.029, 0.028, 0.028, 0.027, 0.027, 0.026, 0.025, 0.023, 0.022, 0.019, 0.017, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.009, 0.003
My Lucky Card;Billy F Gibbons;Blues;card, lucky, ace, hitting, midnight, moving, fast, borderland, deck, appetite, hard, feeds, rolled, grand, spit, doubt, cash, played, said, hundred, game, hot, stand, alright, top, ya, took, hit, made, stay, girl, that's, night, i'll, ain't, know;0.192, 0.168, 0.163, 0.163, 0.115, 0.109, 0.082, 0.061, 0.057, 0.057, 0.055, 0.048, 0.044, 0.041, 0.039, 0.037, 0.037, 0.037, 0.03, 0.03, 0.03, 0.029, 0.027, 0.026, 0.025, 0.025, 0.022, 0.021, 0.018, 0.017, 0.016, 0.013, 0.013, 0.012, 0.01, 0.005
Coal Black Mattie;The Black Keys;Blues;mattie, clothes, coal, fireplace, heater, black, memphis, change, poor, fair, fool, drunk, bed, goin, baby's, got, door, close, cherry, ain't, world, woman, reason, red, need, going, see, cause, i'm;0.315, 0.2, 0.148, 0.148, 0.148, 0.138, 0.131, 0.112, 0.111, 0.095, 0.087, 0.079, 0.066, 0.066, 0.066, 0.064, 0.063, 0.062, 0.058, 0.053, 0.049, 0.039, 0.039, 0.038, 0.031, 0.031, 0.025, 0.011, 0.004
Rollin' On;Jackie Venson;Blues;rollin, keeps, cos, hear, without, baby, choose, time, evening's, sound, people, faster, knowing, clock, dying, ignore, fact, moment, reach, away, day, matter, act, smoke, already, morning, wake, drink, that's, ass, sure, live, gone, old, run, last, always, every, could, can't, get, know, like;0.183, 0.139, 0.078, 0.068, 0.067, 0.065, 0.046, 0.045, 0.042, 0.04, 0.033, 0.029, 0.028, 0.027, 0.027, 0.027, 0.026, 0.022, 0.022, 0.021, 0.021, 0.02, 0.02, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.017, 0.017, 0.015, 0.015, 0.014, 0.014, 0.014, 0.011, 0.01, 0.009, 0.006, 0.005, 0.004, 0.003
Country Boy;Robert Finley;Blues;belong, home, trying, country, guess, much, boy, woman, hamburger, i'll, matter, there'd, morning, louisiana, thigh, dealing, looking, fries, city, many, fight, money's, right, back, leg, big, town, willing, messed, go, cost, working, try, doubt, early, hard, fair, places, edge, share, brand, seem, everyone, easy, running, wake, friend, smile, i've, alright, care, everybody, going, want, used, talk, thing, place, turn, real, friends, make, ain't, one, face, can't, things, world, new, better, i'm, ooh, girl, get, yeah, put, good, night, take, tell, wanna, oh, cause, love, got, know;0.066, 0.056, 0.047, 0.043, 0.04, 0.033, 0.028, 0.026, 0.026, 0.025, 0.025, 0.024, 0.024, 0.024, 0.023, 0.023, 0.023, 0.022, 0.022, 0.022, 0.022, 0.021, 0.021, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.018, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.002
One Scotch, One Bourbon, One Beer;Delbert McClinton;Blues;scotch, bourbon, beer, one, bartender, mister, trouble, fear, listen, please, find, nip, a-since, a-you, spree, soda, baby's, bubblegum, good, everything's, serve, lonesome, mornin, kick, probably, takes, strong, ain't, started, woman, night, can't, guess, hell, friends, make, want, another, real, told, done, two, break, lost, gone, well, oh, long, stay, left, get, give, day, said, think, got, i've, i'll, baby, i'm;0.28, 0.221, 0.17, 0.143, 0.064, 0.064, 0.045, 0.04, 0.039, 0.031, 0.03, 0.027, 0.027, 0.027, 0.024, 0.024, 0.023, 0.023, 0.02, 0.02, 0.02, 0.019, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.003
You Was Born To Die (feat. Kyshona Armstrong, Margo Price & Jason Isbell);Adia Victoria, Kyshona, Margo Price, Jason Isbell;Blues;made, cry, born, remember, woman, that'd, die, isbell, bad-foot, bad-ass, capella, stream, black, frown, clown, mr, boom, love, brown, yellow, hard, saying, yeah, around, full, act, street, pretty, running, morning, think, cool, right, that's, goes, start, town, song, thought, hand, used, em, play, run, face, home, stay, man, give, look, shit, would, baby, want, go, oh, know, i'm, got, like;0.101, 0.086, 0.081, 0.062, 0.06, 0.057, 0.053, 0.03, 0.03, 0.03, 0.03, 0.028, 0.026, 0.025, 0.024, 0.022, 0.022, 0.021, 0.02, 0.019, 0.018, 0.017, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.006, 0.006, 0.004, 0.004, 0.003, 0.003, 0.003, 0.002
You Found Another Lover (I Lost Another Friend) - The Machine Shop Session;Ben Harper, Charlie Musselwhite;Blues;we've, prevent, repentless, defenseless, living, daze, begun, raining, pouring, another, wishing, lover, pretend, ways, may, sit, heart, lies, friend, found, lie, sun, live, let's, change, nothing, lost, life, could, never, go, time, like, i'm;0.074, 0.073, 0.073, 0.073, 0.068, 0.065, 0.061, 0.059, 0.051, 0.05, 0.05, 0.042, 0.04, 0.038, 0.037, 0.037, 0.035, 0.034, 0.033, 0.029, 0.029, 0.027, 0.027, 0.026, 0.026, 0.025, 0.023, 0.017, 0.015, 0.011, 0.01, 0.01, 0.006, 0.004
Time Clocks;Joe Bonamassa;Blues;timeclocks, puncher, flat-out, chilled, docks, capsize, soaking, rain's, coat, bone, boat, locked, good, rain, push, never, tired, heal, typecast, creeps, conclusions, forgone, seeps, stoke, fox, explains, tedious, padlocked, alone, illusions, clay, teller, long, sets, ignorant, pigeon, lots, wounds, victim, thrive, bells, ringing, away, liars, fires, regrets, hunter, else's, leads, put, pouring, glory, rings, kissing, stories, dime, view, one, way, fool, man, darkness, window, meant, great, scared, set, morning, time, deep, hell, wanted, someone, came, thing, hard, things, look, life, mind, us, always, heart, i'm, need, back, make, get, can't, like;0.136, 0.136, 0.058, 0.058, 0.058, 0.058, 0.058, 0.058, 0.043, 0.042, 0.038, 0.035, 0.034, 0.033, 0.033, 0.031, 0.029, 0.025, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.002
