Title;Artist;Genre;Keywords;Scores
Knife Talk (with 21 Savage ft. Project Pat);Drake, 21 Savage, Project Pat;Pop;gang, shit, nigga, sang, that's, bang, err, dummies, tennis, metro, street, outside, chopper, shoot, insane, i'm, hit, streets, inheritin, carats, four-fifty, charged, turks, sissies, itchy, blickies, alert, spoiler, oppy, droppy, fn, kappa, clapper, raptor, snatcher, catcher, gymnast, flipper, cripper, life'll, bitch-ard, eighty, choppers, brains, voodoo, hickeys, despise, double-r, checkin, reverend, baptized, wesson, capper, liver, ak, sticker, quicker, paris, embarrassing, us, coach, choir, bullets, pastor, flew, diss, punk, iffy, shooters, sticky, fuckin, flies, pussies, checked, papi, alpha, reppin, smith, rapper, slaughter, mister, syrup, cheat, ski, pistol, yeah, side, scary, pen, jacob, dogs, spare, dies, beef, survived, times, steppin, booty, f, regular, catchin, gon, men, finish, hurts, curse, glock, finger, weed, plenty, motherfuckin, droppin, west, east, l, much, bread, liquor, drank, mask, bleed, feed, son, games, chain, hang, let, fuck, pride, weather, ahead, trust, young, he's, hundred, doin, like, game, mama, straight, type, drop, gettin, turned, blood, sometimes, tell, open, knew, sure, live, many, heard, damn, niggas, soul, thing, everything, til, got, i'ma, real, end, done, body, money, made, god, stay, face, gotta, there's, could, leave, keep, put, better, eyes, look, cause, take, know, come, never, see, can't, ain't;0.169, 0.064, 0.046, 0.046, 0.045, 0.041, 0.022, 0.022, 0.021, 0.02, 0.019, 0.018, 0.017, 0.015, 0.015, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002
Toxic;BoyWithUke;Pop;drowning, ringing, cell, breathe, oh, showed, crying, empty, kinda, somebody, i'll, help, else, though, feels, phone, without, feeling, make, bottles, hear, better, alone, know, i'm, limited, bit, opposites, avoidin, backin, rude, ambitionless, screwed, immaculate, rigid, chocolate, chewin, let, booze, knockin, negative, baby, seconds, admit, wood, friends, guys, countin, toxic, never, taking, pride, drinkin, hours, quick, cannot, river, life, good, lies, fell, thinkin, runnin, minute, easy, another, light, took, die, i'd, told, find, new, always, away, said, that's, see, way, take, feel, want, need, time;0.06, 0.055, 0.052, 0.047, 0.046, 0.042, 0.04, 0.037, 0.034, 0.03, 0.029, 0.029, 0.029, 0.029, 0.028, 0.028, 0.027, 0.026, 0.024, 0.024, 0.022, 0.022, 0.021, 0.019, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002
One Right Now (with The Weeknd);Post Malone, The Weeknd;Pop;one, right, comin, feelings, fucked, oh, fuckin, yeah, na-na-na-na, care, wall, easy, rolls, broke, got, fit, hand, told, legacy, hermes, na-na, stain, uh, dropped, petty, wrong, think, enemies, friends, dad, body, babies, belong, one's, ooh, family, baby, call, bought, probably, bag, pay, said, love, touch, next, can't, truth, many, already, say, enough, maybe, hey, we're, alone, leave, world, fuck, face, new, good, let, wanna, i'm;0.075, 0.07, 0.062, 0.043, 0.041, 0.032, 0.032, 0.031, 0.028, 0.027, 0.025, 0.024, 0.023, 0.022, 0.019, 0.019, 0.018, 0.016, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.003, 0.003, 0.001
21 Reasons (feat. Ella Henderson);Nathan Dawe, Ella Henderson;Pop;do-do-do-do, twenty-one, reasons, do-do-do-do-do, moods, i've, friends, frustrated, five, hate, got, countin, eight, nine, three, seven, breathe, six, finally, four, ten, two, comes, keep, things, naughty, lie, one, comfort, sweetness, another, company, shots, waited, loving, thank, held, love, movin, happy, still, lonely, floor, set, getting, maybe, enough, baby, took, free, see, hold, can't, get, we're, give, good, away, that's, ain't, say, let, way, make, like, back;0.266, 0.185, 0.148, 0.133, 0.076, 0.05, 0.037, 0.035, 0.033, 0.032, 0.029, 0.028, 0.028, 0.026, 0.026, 0.025, 0.024, 0.023, 0.022, 0.021, 0.02, 0.02, 0.02, 0.019, 0.018, 0.018, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.01, 0.01, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003
Don't Be Shy;Tiësto, KAROL G;Pop;shy, la-la-la-la-la, da-ra-ta-ta-ta, ask, lust, gonna, ta-ta-da-ra-ra, tamed, mind's, change, cat, play, enough, break, wild, hmm-yeah, emotional, people, give, mhm, can't, heart, miracle, em, baby, oh, fuck, beautiful, get, easy, follow, love, work, got, say, show, i'm, like, ain't, know, could, wanna;0.376, 0.309, 0.13, 0.077, 0.063, 0.061, 0.052, 0.046, 0.046, 0.039, 0.038, 0.037, 0.03, 0.029, 0.028, 0.026, 0.023, 0.022, 0.021, 0.021, 0.02, 0.02, 0.02, 0.018, 0.016, 0.016, 0.016, 0.015, 0.014, 0.014, 0.013, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.006, 0.005
Cash In Cash Out;Pharrell Williams, 21 Savage, Tyler, The Creator;Pop;cash, nigga, straight, hey, million, god, dollar, bunnyhop, oof, zoom, ooh, backend, bitch, reppin, v, chanel, porsche, hit, gon, put, keys, shirt, bored, bigger, niggas, like, got, yo, honest, ridin, buy, playin, turbo, new, headline, ain't, ethos, declined, show, two-point-five, interest, hundred, right-side, stoner, yeah, sheet, ks, car, yee-haw, b-i, pee, dwayne, nah, furry, missile, jong-un, babysitter, middle, littler, method, fee, invoice, pharrell, slums, sidepiece, laferrari, bodyguard, cashin, dappin, baudelaire, motherfuckers, r, scarf, silk, flick, sunroof, hunt, guerilla, look, offered, backdoor, ah, account, tennis, dent, tick, beep, digits, ski, umm, rihanna, umbrella, piano, garage, slaves, whips, purrin, pistols, mama, sisters, kim, monkey, ass, court, smiled, section, vs, vvs, model, european, asshole, mill, richard, chore, sport, taxin, sam, uncle, era, reverend, preachin, slaughter, sleeves, two, plus, cap, countin, guns, violence, wan, player, hmm, match, stage, last, money, bout, plane, skrrt, came, rolls, motherfucker, horses, sides, yellow, bae, hat, beach, hid, pants, swallow, jumpin, pockets, goddamn, lied, took, cried, benz, turn, i'ma, bentley, hop, third, seats, poor, tour, suck, horse, coupe, dawg, book, cappin, chopper, louis, i'm, mirror, double, thoughts, brand, say, sick, get, racks, business, man, sit, six, less, stone, switch, white, ice, needed, track, neon, rock, guy, quick, family, kids, bands, streets, held, send, chain, reach, slide, street, country, type, gang, one, fuckin, trust, stars, go, phone, woo, full, hands, big, talkin, come, watch, could, three, life, let's, goin, hand, way, lookin, heard, friend, gettin, gave, stand, house, high, red, die, nothin, walk, fell, beat, feet, used, lie, turned, stop, something, talk, cause, know, stay, might, think, shit, girl, real, love, bad, head, little, made, world, inside, call, i'll, time, want, wanna, right, baby, back, tell, let, make;0.364, 0.029, 0.021, 0.017, 0.015, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001
World's Smallest Violin;AJR;Pop;violin, smallest, spew, symphony, smithereens, audience, tiny, world's, fought, noble, ii, soon, needs, that's, blow, grandpa, dude, somebody, grand, god, insane, feel, sad, shame, war, friends, play, timpanis, finishing, somewhere, kinda, mentally, necessity, caving, vaping, really, next, entertaining, therapist, fireman, find, universe, right, help, hennessy, easier, someone's, feeling, violent, fires, remedy, ease, bored, melody, wish, prove, dad, mom, missed, finish, worse, two, bad, left, world, school, let, death, i'll, things, shit, oh, fool, playing, shot, street, yet, scared, making, city, hurt, can't, they're, could, maybe, like, feels, tryna, much, better, mind, made, man, even, put, got, good, think, take, come, i'm, know;0.125, 0.054, 0.05, 0.048, 0.048, 0.048, 0.045, 0.041, 0.039, 0.036, 0.036, 0.032, 0.032, 0.03, 0.029, 0.029, 0.026, 0.024, 0.024, 0.024, 0.021, 0.02, 0.02, 0.02, 0.02, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.002, 0.002
Big Energy;Latto;Pop;energy, big, uh-huh, bitch, fantasy, dick, ayy, handle, niggas, many, bad, pussy, hennessy, remedy, sang, em, melody, real, boss, got, ha, three, latto, yeah, ain't, sing, waist, broke, money, bitches, ooh, ol, bank, could, want, bein, make, uh, tell, honest, daddy, try, might, count, minute, pretty, hell, foreplay, roleplay, blindfold, dolce, lingerie, phony, karaoke, maid, juicy, onyx, bonnet, cast, skip, camera, yuh, mic, lowkey, spendin, entertain, main, pole, right, like, face, rockin, left, case, tie, motion, one, two, bust, let, bag, probably, nah, get, hoes, rollin, street, hood, playin, kill, can't, bed, slow, ass, past, ride, move, huh, i'm, see, tonight, cold, talk, hate, tryna, mine, side, i'ma, stop, gon, hey, ever, put, oh, man, fuck, good, way, need, feel;0.111, 0.108, 0.053, 0.05, 0.047, 0.042, 0.04, 0.038, 0.035, 0.029, 0.028, 0.028, 0.026, 0.025, 0.025, 0.025, 0.024, 0.022, 0.022, 0.021, 0.019, 0.019, 0.019, 0.018, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002
The Kind of Love We Make;Luke Combs;Pop;passion, kind, candles, writin, body's, higher, records, makin, turning, moving, lights, cancel, nice, burning, place, low, take, plans, love, song, slow, gotta, us, make, let's, girl, lockin, long, besides, want, let, way, tonight, keepin, keep, night, dress, watching, ends, burnin, man, gonna, get, floor, red, we've, thinkin, door, house, say, fall, turn, alone, little, around, oh, even, look, think, could, good, i've, baby, ain't, need, time, i'm;0.062, 0.06, 0.056, 0.055, 0.055, 0.054, 0.048, 0.044, 0.04, 0.039, 0.037, 0.036, 0.035, 0.034, 0.031, 0.031, 0.028, 0.028, 0.027, 0.027, 0.027, 0.025, 0.024, 0.023, 0.023, 0.022, 0.02, 0.019, 0.019, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.01, 0.009, 0.009, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.002
PRICE OF FAME;Brent Faiyaz;Pop;whew, oh-oh, real, everything, feel, yeah-ayy, look, mmm-mmm, ooh, swear, glitz, demands, glam, flaws, square, know, best, style, comfortable, wanna, rare, sellin, screaming, dry, heal, blew, fame, bleed, whip, knock, fighting, ayy, they'll, wear, fake, dreams, mmm, oh, stay, fast, smile, blessing, present, ya, hardest, someone, people, want, woah-oh, ain't, praying, cause, name, bitch, world, baby, things, bad, show, can't, hard, i'm, girl, said, fucking, guy, leaving, worth, perfect, fuck, give, shit, woah, round, time, sometimes, though, life, mad, nobody, need, felt, right, that's, stop, try, one, let, see, take, never, even, still, ever, better, yeah, love, like, i've, make, get;0.059, 0.04, 0.038, 0.034, 0.033, 0.032, 0.03, 0.029, 0.025, 0.021, 0.021, 0.02, 0.02, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.001
Move Your Body;Öwnboss, Sevek;Pop;move, urge, step, beat, feet, vow, body, baby, come, today, okay, we'll, took, play, stay, time, got, i'm;0.175, 0.167, 0.108, 0.092, 0.088, 0.076, 0.07, 0.059, 0.058, 0.05, 0.04, 0.04, 0.036, 0.034, 0.029, 0.027, 0.023, 0.011
When You're Gone;Shawn Mendes;Pop;hold, bit, tryna, happiest, slipping, fingertips, gone, wanna, loving, little, deeply, starting, move, missing, ever, supposed, know, good, i've, getting, cope, protect, matters, believe, ah-ah, starin, like, real, i'm, need, losing, we're, better, learn, picture, oh-oh, oh, feel, hate, without, thought, hard, girl, let, go, never, yeah;0.07, 0.062, 0.06, 0.057, 0.054, 0.049, 0.042, 0.041, 0.036, 0.036, 0.033, 0.029, 0.026, 0.025, 0.024, 0.024, 0.022, 0.02, 0.017, 0.017, 0.016, 0.015, 0.015, 0.014, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.007, 0.006, 0.005, 0.004, 0.003, 0.003, 0.002
True Love;Kanye West, XXXTENTACION;Pop;feelings, woah, complicated, thought, die, i'd, harder, arms, daddy's, true, hard, wait, no-no, kids, gekyume, y'all, oh, chicago, tomorrow, love, em, chapo, nesbrasco, danny, nannies, mike's, nike, cargos, yeezys, scan, though, neighbor, borrowed, see, tunnel, gone, code, light, dig, watchin, return, home, played, least, knock, hood, wear, bar, set, pick, tell, door, house, they're, three, far, sun, like, gotta, leave, take, feel, i'll, let, know, can't, got;0.121, 0.1, 0.09, 0.085, 0.082, 0.079, 0.07, 0.056, 0.055, 0.051, 0.047, 0.045, 0.043, 0.041, 0.037, 0.037, 0.033, 0.028, 0.021, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.01, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.006, 0.006, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.002
Better Days (NEIKED x Mae Muller x Polo G);NEIKED, Mae Muller, Polo G;Pop;sit, better, days, wait, around, amen, haze, shade, use, stayin, movin, break, along, stem, tieing, cupid, livin, knot, feelin, since, struck, jaded, oh, cherry, gone, lungs, play, could, dumb, loose, stupid, hold, come, long, tongue, oh-oh, lonely, smoke, lay, i've, sun, feeling, someone, know, let, get, got, tell, baby, need, wanna, i'm, yeah, like;0.118, 0.1, 0.079, 0.072, 0.06, 0.059, 0.051, 0.044, 0.038, 0.033, 0.027, 0.025, 0.025, 0.024, 0.024, 0.024, 0.023, 0.021, 0.021, 0.02, 0.02, 0.02, 0.017, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.003, 0.003, 0.002
Fair Trade (with Travis Scott);Drake, Travis Scott;Pop;senseless, findin, southside, trade, losin, sight, fair, honestly, ah-ah, peace, outside, sound, twenty-nine, seaside, sick, friends, frontline, droppin, forsake, g, raw, valley, blame, top, rollin, sudden, search, understand, mountain, yeah, crib, roll, see, oh, i've, hurt, ever, breaking, calling, hear, i'm, one, oh-oh, repayin, publicly, face, bitches, hold, em, emojis, scrollin, celebrant, rubs, early-mornin, worryin, said, ability, disability, y'all, annoyin, flattery, tres, dos, payment, shit, ooh, oooh, slid, cents, expense, frequent, event, mil, content, position, cape, niggas, emoji, butterfly, peach, savin, log, cavin, melanin, darker, settlin, sounding, lawyer, skeletons, harmony, gotta, wavy, safety, security, maturity, resentment, misunderstood, feelin, head, everybody, pity, invite, soil, imitation, uno, nosey, heart, please, like, still, put, shoulda, company, saved, break, watchin, bread, k, demon, purple, babies, shoulder, bury, split, fore, downtown, spread, release, guys, anybody, wheels, gon, figure, grew, threw, race, owe, money, tea, og, find, take, kid, type, lead, back, look, slide, spin, bro, wind, know, instead, push, favorite, ones, ooh-ooh, lit, fake, rather, worry, middle, sounds, eat, legs, rich, ridin, anymore, happened, bein, walkin, can't, nah, turnin, busy, dirt, case, single, treat, coming, feel, come, ah, trust, tell, follow, let, get, never, let's, ass, town, couple, broke, talkin, wake, i'ma, sleep, goin, trying, keep, that's, straight, high, gave, used, mama, sing, somethin, feelings, fuckin, want, started, lookin, party, throw, big, turned, control, guess, swear, young, ayy, really, tryna, two, got, away, old, eyes, call, i'd, world, even, ain't, us, would, everything, think, thing, body, love, hard, another, name, show, cause, make, go, baby, time;0.037, 0.034, 0.032, 0.03, 0.028, 0.027, 0.026, 0.026, 0.026, 0.025, 0.024, 0.021, 0.02, 0.019, 0.019, 0.018, 0.018, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001
Jiggle Jiggle;Duke & Jones, Louis Theroux;Pop;jiggle, wiggle, dribble, compact, fiat, red, knack, luckily, six-feet-two, folds, slack, sipping, relax, seats, see, riding, wine, makes, reece, explicit, illicit, skate, notting, bush, shepherd's, duke, theroux, really, cabernet, enjoyed, crate, jones, sure, yak, booth, money, louis, wrap, unless, gate, fact, hill, sip, push, nice, mind, shine, piece, diamonds, like, today, anything, trying, matter, alive, else, went, drive, want, big, mine, well, back, stay, go, get, gotta, that's, think, got, wanna, know, cause, i'm;0.305, 0.254, 0.09, 0.074, 0.074, 0.05, 0.049, 0.049, 0.049, 0.049, 0.045, 0.042, 0.039, 0.036, 0.033, 0.033, 0.03, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.023, 0.023, 0.022, 0.022, 0.022, 0.021, 0.021, 0.02, 0.019, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.004, 0.004, 0.001
