Title;Artist;Genre;Track URL;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;time_signature
Letter from Bluewater Man;"Christone ""Kingfish"" Ingram";Blues;https://open.spotify.com/track/0vsJuXrbsAhoLmvpfb1T44;0.451;0.0393;1.0;-23.61;1.0;0.0409;0.867;2.39e-06;0.107;0.203;179.205;144000.0;3.0
Everyday I Have the Blues - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/0dAfIsQeazUcL650F74QvV;0.2;0.951;0.0;-5.947;1.0;0.205;0.0464;2.18e-06;0.74;0.423;166.798;290053.0;4.0
Early in the Morning - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/7pBiHjwPBzpPyR6INxZYV7;0.433;0.647;2.0;-9.143;1.0;0.124;0.718;0.154;0.412;0.561;119.046;305480.0;4.0
Crazy;Blues Traveler, Rita Wilson, John Scofield;Blues;https://open.spotify.com/track/0NAAqjvEBnGzbAw3LMk16G;0.743;0.691;0.0;-6.355;1.0;0.0311;0.106;1.74e-05;0.0835;0.526;109.977;269867.0;4.0
Walk with Me;The Black Keys;Blues;https://open.spotify.com/track/2KIFAhLqzAvBjtbKfYzQZY;0.557;0.692;0.0;-7.206;1.0;0.0318;0.0507;0.792;0.103;0.685;91.012;336924.0;4.0
Five Long Years - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/3HtXenhpF6BoZQ2ae1BcLP;0.208;0.849;4.0;-6.283;0.0;0.176;0.26;4.95e-06;0.697;0.567;106.512;322040.0;3.0
Faster;Samantha Fish;Blues;https://open.spotify.com/track/2s3x313mhoMD0Twgg9unRx;0.513;0.897;11.0;-3.784;0.0;0.036;0.00105;0.0;0.066;0.468;89.951;175773.0;4.0
He Was a Friend of Mine;Tom Freund, Ben Harper;Blues;https://open.spotify.com/track/4aGp4qppOAsR9adlled9Sy;0.518;0.233;10.0;-13.095;1.0;0.0275;0.868;2.43e-06;0.124;0.288;137.702;197740.0;4.0
Sharecropper’s Son;Robert Finley;Blues;https://open.spotify.com/track/5TTctmQn2AlFAgdCB5sGoU;0.535;0.665;9.0;-6.716;1.0;0.0424;0.343;0.00426;0.171;0.645;126.624;186960.0;4.0
OZARK;Liam St. John;Blues;https://open.spotify.com/track/7nAcaH62CEDb4naXyoomJU;0.724;0.464;1.0;-7.383;0.0;0.0462;0.0898;1.29e-06;0.26;0.599;106.061;224151.0;4.0
Better Be Lonely;Samantha Fish;Blues;https://open.spotify.com/track/0QOOR1Dpib5VImvZxQHewE;0.683;0.805;0.0;-3.756;1.0;0.0385;0.00091;0.000246;0.301;0.747;115.996;220027.0;4.0
Can’t You See What You’re Doing To Me - Live;Joanne Shaw Taylor, Kenny Wayne Shepherd;Blues;https://open.spotify.com/track/1TGreaRXc8FDlXNJmLpBEX;0.269;0.951;6.0;-5.212;0.0;0.188;0.0967;0.0109;0.889;0.294;149.629;373810.0;3.0
Stand Up;Eric Gales;Blues;https://open.spotify.com/track/3VCttwuRuGlFuCY4bgZKDD;0.617;0.264;7.0;-11.071;0.0;0.0539;0.718;0.000428;0.124;0.213;153.893;290973.0;3.0
Pretty Flowers;Cedric Burnside;Blues;https://open.spotify.com/track/60vycVSlMAOiqZd7qtW9Vp;0.725;0.909;9.0;-5.902;1.0;0.0844;0.373;0.0597;0.0833;0.388;101.088;171347.0;4.0
Nibbadip;Fantastic Negrito;Blues;https://open.spotify.com/track/6YPSs7nidM3FK5qFN0nJnh;0.706;0.72;11.0;-7.196;1.0;0.0326;0.561;3.87e-05;0.299;0.788;114.99;227274.0;4.0
Good Times;AJ Fullerton, Eddie Roberts;Blues;https://open.spotify.com/track/3jMYz9pMU8z6TE5xTtvlKY;0.623;0.583;2.0;-8.677;1.0;0.0415;0.736;0.128;0.156;0.611;93.966;194322.0;4.0
I'm No Angel Myself;Melissa Etheridge;Blues;https://open.spotify.com/track/1HENXx512ScE18AYoJm45r;0.628;0.667;2.0;-6.696;1.0;0.0286;0.0622;8.49e-06;0.153;0.379;95.941;278755.0;4.0
’62 Chevy;Keb' Mo';Blues;https://open.spotify.com/track/4M9P0IpYx9kZmo07CcwVNT;0.831;0.874;4.0;-3.598;1.0;0.0268;0.211;0.00417;0.272;0.96;108.017;208173.0;4.0
Mellow Peaches;The Black Keys;Blues;https://open.spotify.com/track/5ofmqMOODzJ9iEeDmER1Th;0.265;0.687;0.0;-7.493;1.0;0.052;0.0893;0.673;0.0981;0.3;105.457;227387.0;4.0
West Coast Junkie;Billy F Gibbons;Blues;https://open.spotify.com/track/7d656rQId39NXGA3fq6vQy;0.534;0.854;11.0;-6.281;0.0;0.0734;0.0421;0.0208;0.132;0.319;160.134;168800.0;4.0
Everything You Need;Cobi;Blues;https://open.spotify.com/track/12AKTYxMmi0589g1Q70WZ2;0.795;0.426;11.0;-4.085;1.0;0.0395;0.745;2.13e-06;0.0894;0.647;142.917;218682.0;4.0
Mississippi (feat. Alvin Youngblood Hart, R.L. Boyce & Speech);G. Love & Special Sauce, Alvin Youngblood Hart, R.L. Boyce, Speech;Blues;https://open.spotify.com/track/0wfVZ8oYmXV0gY3ryB5wx5;0.704;0.639;9.0;-8.588;1.0;0.0838;0.0193;1.2e-05;0.0834;0.86;96.127;241027.0;4.0
Son of a Witch;Justin Johnson;Blues;https://open.spotify.com/track/7qvbVYCBCgPYUntoTcUUC2;0.381;0.206;2.0;-12.575;0.0;0.0331;0.689;0.9;0.111;0.123;166.282;297360.0;4.0
Hangover Blues;Amythyst Kiah;Blues;https://open.spotify.com/track/5SByaZdPEpEYoqk4TbrFmU;0.61;0.636;1.0;-6.783;0.0;0.0343;0.552;3.6e-05;0.0908;0.711;74.991;244747.0;4.0
Leave This House;Colin James;Blues;https://open.spotify.com/track/2kNhfbU9LmhukXm67UhW5A;0.648;0.877;5.0;-4.97;1.0;0.0389;0.715;0.00118;0.121;0.927;148.15;209099.0;4.0
Sitting At Home Alone;GA-20;Blues;https://open.spotify.com/track/3y5yJbyAJcCSWJmUF7Fi8d;0.371;0.796;6.0;-7.292;1.0;0.054;0.21;0.014;0.131;0.666;176.838;275853.0;3.0
Full Moon, Half Crazy;Altered Five Blues Band;Blues;https://open.spotify.com/track/7dUXtAVJTPSGnoCkk71Qif;0.525;0.914;2.0;-5.05;1.0;0.128;0.0417;2.73e-05;0.191;0.598;127.986;201621.0;4.0
As Cool As You Try;Melissa Etheridge;Blues;https://open.spotify.com/track/5vLBzbupdmXNNsBrcrv6JS;0.552;0.842;2.0;-3.539;1.0;0.0265;0.0123;0.0;0.0771;0.819;102.591;216855.0;4.0
What A Strange Time To Be Alive;Early James;Blues;https://open.spotify.com/track/0mmapJXijQcLERMo1t747B;0.657;0.384;9.0;-8.356;1.0;0.0288;0.682;0.0;0.0836;0.338;63.403;186547.0;4.0
Yada Yada;The Suffers;Blues;https://open.spotify.com/track/5sYDlEJ6v0a2ij9KEYFOob;0.654;0.623;1.0;-10.56;0.0;0.259;0.576;0.499;0.258;0.535;87.0;155449.0;4.0
Hiding Place;Gov't Mule;Blues;https://open.spotify.com/track/23FKKThjXdogS9ar4KHsUE;0.245;0.67;2.0;-6.516;1.0;0.0343;0.25;0.843;0.436;0.547;66.805;443160.0;4.0
Who's That;Elles Bailey;Blues;https://open.spotify.com/track/3bO425AkqA0s2s6mB6GJqR;0.537;0.496;6.0;-8.0;0.0;0.0395;0.423;0.0;0.191;0.446;141.894;220975.0;4.0
I Wish I Knew How It Would Feel To Be Free;Mavis Staples, Levon Helm;Blues;https://open.spotify.com/track/6w23sxZepVSmRiTLDsP5ou;0.739;0.79;7.0;-6.479;1.0;0.0357;0.49;0.0;0.923;0.812;110.666;222707.0;4.0
Baby We're Through;Ghost Hounds;Blues;https://open.spotify.com/track/5egnNAcZh6eRNT6RiQeISj;0.378;0.876;2.0;-8.811;1.0;0.0914;0.00276;0.00548;0.108;0.277;172.725;236543.0;4.0
Malted Milk Blues - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/1FHQIEqXo5fdkLCkuqIVEi;0.745;0.213;9.0;-12.667;1.0;0.0389;0.877;3.3e-06;0.432;0.468;94.347;166187.0;4.0
When It Rains;Mike Zito;Blues;https://open.spotify.com/track/32l9UbhARgLoQTimx3bWwU;0.63;0.484;7.0;-5.241;0.0;0.0254;0.0966;0.501;0.0957;0.164;90.607;383360.0;4.0
Walk In My Shadow - Live;Joe Bonamassa;Blues;https://open.spotify.com/track/2KjmCUVd1AtIeoqHlLRT19;0.458;0.865;1.0;-5.764;0.0;0.0694;0.0165;0.0833;0.946;0.69;119.823;269360.0;4.0
Destination;Joanna Connor, Jimmy Hall;Blues;https://open.spotify.com/track/0P0PwtH2pbXxzuOVQsiroQ;0.466;0.97;9.0;-5.227;1.0;0.0802;0.0136;0.00101;0.13;0.786;146.945;212227.0;4.0
3AM in Chicago;Eddie 9V;Blues;https://open.spotify.com/track/4PqjlKTXoRBJwHCwy0OHtQ;0.614;0.545;5.0;-9.036;0.0;0.064;0.483;0.000678;0.203;0.68;145.173;216787.0;4.0
Chills and Thrills (feat. Mike Campbell);John Mayall, Mike Campbell;Blues;https://open.spotify.com/track/0aO0aGHTAc26Q5Kx0T7QRG;0.729;0.687;2.0;-7.177;1.0;0.0349;0.187;0.746;0.0465;0.91;120.033;320404.0;4.0
Preachin' Blues;Son House;Blues;https://open.spotify.com/track/4H74rIVv3tzH4Wyumg39KR;0.595;0.349;8.0;-7.902;1.0;0.153;0.797;2.97e-06;0.103;0.231;172.417;316360.0;4.0
People Get Ready;Joe Robinson;Blues;https://open.spotify.com/track/1nUtE7LNXLGFEJk8kG8gE6;0.644;0.331;10.0;-8.268;1.0;0.0349;0.886;0.0107;0.138;0.299;147.968;274560.0;4.0
Whole Lotta Love;Beth Hart;Blues;https://open.spotify.com/track/4JtO22STyuy8lUxfRhMvZS;0.255;0.924;9.0;-5.148;1.0;0.168;0.0625;0.000508;0.266;0.269;176.223;355314.0;4.0
Blues For Lonnie Johnson;Robben Ford;Blues;https://open.spotify.com/track/7g1PbjHp6Ezwqt9ygfqR3J;0.291;0.508;0.0;-8.356;1.0;0.0412;0.0668;0.623;0.321;0.473;184.356;293852.0;3.0
How Long Blues - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/4u6g38rW6PHuzxiCxhngo4;0.575;0.709;4.0;-7.53;1.0;0.0893;0.617;5.73e-06;0.982;0.749;94.294;204733.0;4.0
Out Of My Head;The Record Company;Blues;https://open.spotify.com/track/3jY3MsPBiiHdmD5Txx8vze;0.487;0.702;11.0;-5.888;0.0;0.0328;0.0266;0.00348;0.162;0.496;93.136;238227.0;4.0
Reconsider Baby - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/3nSTtehWBQ1OgZnzRMkImH;0.294;0.715;0.0;-8.042;1.0;0.0894;0.253;9.37e-05;0.748;0.701;93.777;219827.0;4.0
Born Of A Woman;Eric Bibb, Shaneeka Simon;Blues;https://open.spotify.com/track/6NMY2CP95XrD8ZkecH8IXA;0.567;0.634;2.0;-8.053;1.0;0.0303;0.0828;4.49e-06;0.251;0.747;78.018;227504.0;4.0
Funky Bitch;Blues Traveler;Blues;https://open.spotify.com/track/2YYFIVPhSTE4gCF7slbtDh;0.594;0.745;0.0;-6.171;1.0;0.0463;0.106;0.0332;0.102;0.548;108.364;272693.0;4.0
Chicken Heads;Gov't Mule, Bobby Rush;Blues;https://open.spotify.com/track/0Mc5onRXu2mgLHgb0nfFxe;0.561;0.789;9.0;-8.188;1.0;0.0399;0.0234;0.00248;0.388;0.808;97.433;319558.0;4.0
Boot Money;Tony Joe White;Blues;https://open.spotify.com/track/2WzaKNNPxwE4dKGaGlghqh;0.651;0.615;9.0;-7.548;1.0;0.0255;0.602;0.0205;0.11;0.612;85.618;207573.0;4.0
The Loyal Kind;Joe Bonamassa;Blues;https://open.spotify.com/track/1Fg33jl64swGEdFQVLQ44W;0.337;0.687;2.0;-7.809;0.0;0.0371;0.0518;5.69e-05;0.15;0.386;175.831;408280.0;4.0
Nobody Knows You When You're Down And Out - Live at LOCKN' / 2019;Tedeschi Trucks Band, Trey Anastasio;Blues;https://open.spotify.com/track/5kV1sqmhNp1ScB6akb8SMJ;0.409;0.614;0.0;-10.241;1.0;0.0442;0.155;0.0004;0.989;0.471;104.887;299864.0;3.0
Nobody Knows You When You're Down And Out - Live;Eric Clapton;Blues;https://open.spotify.com/track/14V7f0Fc7nxgG2VAK4GG9U;0.75;0.399;0.0;-11.128;1.0;0.0334;0.622;0.000123;0.151;0.539;93.916;185573.0;4.0
I'm Ready;The Reverend Shawn Amos;Blues;https://open.spotify.com/track/4QM6qrv9YWRW4RoXzKlE1X;0.841;0.371;7.0;-6.018;1.0;0.102;0.648;0.00108;0.107;0.526;116.684;137186.0;4.0
Gonna Walk This Road;Eric Bibb;Blues;https://open.spotify.com/track/1VcKAAbJoU9tUtjrLHuEAW;0.741;0.106;6.0;-18.509;1.0;0.0457;0.921;0.117;0.108;0.521;138.728;150560.0;4.0
Feels so Bad - Previously Unreleased Take;Junior Kimbrough;Blues;https://open.spotify.com/track/5cl45ejCEAoCeYzuOr7k1z;0.672;0.534;4.0;-7.535;1.0;0.0297;0.699;0.325;0.107;0.746;149.772;137414.0;4.0
Someday After a While - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/0spUBb5HSYmsQUqA0zhSuM;0.159;0.866;7.0;-6.588;1.0;0.128;0.181;0.0;0.927;0.608;192.573;223720.0;3.0
Bonnie;Sam Burchfield;Blues;https://open.spotify.com/track/5q49F0QAhWWnIDhNOyAhfV;0.727;0.252;9.0;-8.142;1.0;0.0447;0.723;3.27e-06;0.127;0.343;112.965;277733.0;4.0
Tell The Truth - Live at LOCKN' / 2019;Tedeschi Trucks Band, Trey Anastasio;Blues;https://open.spotify.com/track/3GNHoRb3DCq5MZ3AYriAJc;0.425;0.858;4.0;-7.594;1.0;0.0422;0.0917;0.00322;0.906;0.65;102.468;426669.0;4.0
Man in the Ground;Jack Barksdale;Blues;https://open.spotify.com/track/3VJBTPBU7suFivM43k3xTm;0.592;0.421;4.0;-8.806;0.0;0.0361;0.775;0.0116;0.0702;0.459;143.693;186920.0;4.0
All True Man;Big Head Todd and The Monsters, Ronnie Baker Brooks;Blues;https://open.spotify.com/track/7BSI3B5WACBr9Q4QFSo9hu;0.726;0.385;9.0;-9.047;0.0;0.121;0.516;0.000924;0.332;0.713;101.704;244501.0;4.0
This Has Gotta Stop;Eric Clapton;Blues;https://open.spotify.com/track/4okGpUxLAXA75SpCC3bS7a;0.697;0.679;2.0;-6.156;1.0;0.0806;0.164;0.00659;0.354;0.379;62.942;247878.0;4.0
Hell To Pay;Davy Knowles;Blues;https://open.spotify.com/track/1AEmEJjQ4ShPuXkT9vBjxu;0.773;0.449;2.0;-9.003;0.0;0.025;0.318;0.452;0.0867;0.631;90.013;282253.0;4.0
For The Last Time - Alternate Take 1;Rory Gallagher;Blues;https://open.spotify.com/track/2gdpaGn0NrBoto2xWFH30O;0.554;0.482;6.0;-12.002;0.0;0.121;0.0792;0.00932;0.0701;0.345;76.725;305160.0;4.0
Long Distance Woman;"Christone ""Kingfish"" Ingram";Blues;https://open.spotify.com/track/3MxSXNiUtvm2VwCFwWegF5;0.456;0.775;2.0;-4.845;1.0;0.0553;0.0512;9.04e-06;0.182;0.641;84.994;208772.0;4.0
Rolling Around in It;Bad Flamingo;Blues;https://open.spotify.com/track/5612f3JIJJmcUsauIUYdbP;0.806;0.264;0.0;-13.915;1.0;0.0335;0.27;0.000994;0.0882;0.691;94.251;202653.0;4.0
Sugar and Spice;Jocelyn & Chris Arndt;Blues;https://open.spotify.com/track/3pHvVcToKzumdjDX9tFEA9;0.667;0.6;2.0;-4.02;1.0;0.0656;0.3;4.37e-05;0.423;0.841;151.964;214922.0;4.0
Bumble Bee;Peter Case;Blues;https://open.spotify.com/track/1FgQnc7KZLvaB89eWOfQ2R;0.717;0.245;7.0;-10.908;0.0;0.0493;0.665;0.000119;0.385;0.502;83.554;214933.0;4.0
Lone Star Blues;Edgar Winter, Keb' Mo';Blues;https://open.spotify.com/track/6RQBEr8vjgHlRIANySsjbm;0.892;0.533;8.0;-7.851;1.0;0.0405;0.603;2.86e-06;0.104;0.491;95.963;237097.0;4.0
Little Black Flies;Eddie 9V;Blues;https://open.spotify.com/track/2hXsitK8UcULfvQpeukAyV;0.403;0.783;4.0;-4.675;1.0;0.0636;0.011;7.16e-06;0.471;0.576;170.185;193920.0;3.0
Sinner's Prayer - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/0R20TeIofIxmYu8ImUlx41;0.296;0.689;9.0;-8.568;1.0;0.0441;0.441;3.89e-05;0.972;0.491;170.63;229600.0;3.0
She Calls Me Kingfish;"Christone ""Kingfish"" Ingram";Blues;https://open.spotify.com/track/7txQNFAmmzHJezbLSVCclc;0.512;0.854;11.0;-4.654;0.0;0.031;0.0136;0.0011;0.309;0.716;96.004;192484.0;4.0
I'm Tore Down - Live at the Fillmore, San Francisco, 1994;Eric Clapton;Blues;https://open.spotify.com/track/4xQPG0u4UBlKTw8NCaICuP;0.367;0.949;7.0;-6.707;0.0;0.262;0.273;0.0;0.976;0.497;139.362;205133.0;4.0
Bring on the Pain;Ally Venable, Kenny Wayne Shepherd;Blues;https://open.spotify.com/track/5S5uBzMAWzzqwpqxoNnGqq;0.339;0.502;5.0;-6.796;1.0;0.0319;0.0168;0.0329;0.0941;0.52;103.146;234183.0;4.0
Livin' for the Ones;Bonnie Raitt;Blues;https://open.spotify.com/track/37X2K4YYwEudXUnLA7xLrd;0.523;0.883;8.0;-3.305;1.0;0.0376;0.132;3.56e-05;0.204;0.644;135.535;184760.0;4.0
Walking My Troubles Away;Leon Redbone;Blues;https://open.spotify.com/track/6FXNwy7mpnt9jbC2S7Lfl9;0.643;0.126;10.0;-14.164;1.0;0.0389;0.913;0.0124;0.0991;0.573;107.844;294033.0;4.0
"Guitar Man (feat. Christone ""Kingfish"" Ingram)";"G. Love & Special Sauce, Christone ""Kingfish"" Ingram";Blues;https://open.spotify.com/track/6Ldi3GEqxgHp3GZq7eKTYY;0.44;0.615;5.0;-9.058;0.0;0.127;0.174;0.00711;0.0769;0.454;198.356;185640.0;4.0
Bell Bottom Blues - Live;Eric Clapton;Blues;https://open.spotify.com/track/0r5TMHTzXdZ3yJiKEyq6rn;0.756;0.293;2.0;-12.408;1.0;0.0378;0.88;9.67e-05;0.117;0.322;71.911;272653.0;4.0
My City;Kat Riggins, Albert Castiglia, Busta Free;Blues;https://open.spotify.com/track/2ADuHL3sy2Bjs3S4MwyT1M;0.676;0.806;0.0;-7.413;1.0;0.205;0.0514;3.05e-06;0.164;0.87;90.024;273292.0;4.0
Sleeping Dogs Best Left Alone;Dr. John;Blues;https://open.spotify.com/track/29ZxWblASXbWazPYJyI8Nl;0.753;0.735;5.0;-7.257;0.0;0.0369;0.491;0.000386;0.0876;0.873;107.002;239320.0;4.0
The Future Ain't What It Used to Be;Seth Walker;Blues;https://open.spotify.com/track/4YnBjHq1drl7RjS4JDiYEZ;0.647;0.523;9.0;-10.579;1.0;0.0781;0.852;0.103;0.112;0.479;77.487;200988.0;4.0
Troubled Mind;Adia Victoria;Blues;https://open.spotify.com/track/3JOcEYuWCWlh6lvZPWDlIf;0.425;0.378;9.0;-10.056;1.0;0.0353;0.22;0.214;0.0599;0.231;203.838;235320.0;3.0
Running Through High Water;Bob Margolin, Bob Corritore, Jimmy Vivino;Blues;https://open.spotify.com/track/0D4hafcSvGv5r9h2WWJaaS;0.572;0.596;7.0;-4.257;1.0;0.0771;0.698;1.03e-05;0.169;0.691;100.311;272000.0;4.0
River Of Tears - Live;Eric Clapton;Blues;https://open.spotify.com/track/4knqkJbHHyzjk97T9CA4Ho;0.594;0.082;0.0;-16.593;1.0;0.0398;0.918;0.0837;0.142;0.179;123.746;414667.0;3.0
NEVER TELL ME THE ODDS;Watt White;Blues;https://open.spotify.com/track/2iK0Txu1uCzpGH196CsQEf;0.499;0.762;7.0;-5.625;1.0;0.169;0.00271;0.000368;0.162;0.578;173.986;162741.0;4.0
Workin' Man;Ryan Innes;Blues;https://open.spotify.com/track/04fveakOpPuSZRIBjoHJc3;0.59;0.795;8.0;-5.805;1.0;0.0664;0.262;0.00943;0.124;0.709;101.945;232941.0;4.0
Little Wing - Live at LOCKN' / 2019;Tedeschi Trucks Band, Trey Anastasio;Blues;https://open.spotify.com/track/4mBSlDtxKBtfean9muzN3d;0.336;0.832;6.0;-6.365;0.0;0.0507;0.0401;0.109;0.963;0.389;133.984;413618.0;4.0
Death Letter;Eric Johanson;Blues;https://open.spotify.com/track/516maf2eNSuB5pTB1NedlN;0.566;0.539;10.0;-11.308;1.0;0.0769;0.43;3.49e-05;0.112;0.658;189.474;263999.0;4.0
All Ice No Whiskey;Samantha Fish;Blues;https://open.spotify.com/track/7autbXYzSQAs0y1lQMhmnk;0.733;0.842;4.0;-2.542;0.0;0.0729;0.0694;8.71e-06;0.0472;0.745;112.063;189867.0;4.0
No Limit to My Love;Sugaray Rayford;Blues;https://open.spotify.com/track/7ioBQAz0j9QcvO6oNrsW0D;0.662;0.691;8.0;-6.882;0.0;0.0569;0.455;0.551;0.117;0.672;78.019;266095.0;4.0
You Proof;Morgan Wallen;Country;https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3;0.731;0.85;9.0;-4.913;1.0;0.0336;0.252;0.0;0.605;0.644;119.706;157478.0;4.0
The Kind of Love We Make;Luke Combs;Country;https://open.spotify.com/track/48UKTR66uUOT9LaUvooTNx;0.608;0.745;1.0;-4.13;1.0;0.0277;0.0226;6.47e-06;0.0942;0.464;102.025;224427.0;4.0
Something in the Orange;Zach Bryan;Country;https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI;0.369;0.192;4.0;-12.151;0.0;0.04;0.555;8.35e-06;0.0954;0.148;175.212;228013.0;3.0
The Way I Loved You (Taylor’s Version);Taylor Swift;Country;https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M;0.402;0.732;5.0;-4.665;1.0;0.0484;0.0033;0.0;0.108;0.472;161.032;243137.0;4.0
Rock and A Hard Place;Bailey Zimmerman;Country;https://open.spotify.com/track/4686eQ81DEswHa90bcdlC9;0.582;0.568;1.0;-7.3;1.0;0.0275;0.577;0.0;0.105;0.394;121.991;207541.0;3.0
She Had Me At Heads Carolina;Cole Swindell;Country;https://open.spotify.com/track/200x8ONbPfFzByUr3fVz46;0.607;0.912;8.0;-3.449;1.0;0.0611;0.124;0.0;0.332;0.722;134.944;206107.0;4.0
Broadway Girls (feat. Morgan Wallen);Lil Durk, Morgan Wallen;Country;https://open.spotify.com/track/7qTaDOcld0VmBWXnkbUj45;0.659;0.745;10.0;-3.599;1.0;0.0347;0.0417;0.0;0.296;0.54;74.967;185600.0;4.0
5 Foot 9;Tyler Hubbard;Country;https://open.spotify.com/track/6AqwH2Y9FJwhUE2dCSkw1u;0.602;0.796;5.0;-5.609;1.0;0.0465;0.146;0.0;0.125;0.53;106.005;189780.0;4.0
Fall In Love;Bailey Zimmerman;Country;https://open.spotify.com/track/5gVCfYmQRPy1QJifP8f5gg;0.524;0.643;9.0;-6.055;1.0;0.0297;0.451;0.0;0.221;0.397;135.962;232059.0;4.0
Buy Dirt;Jordan Davis, Luke Bryan;Country;https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60;0.586;0.559;4.0;-6.725;1.0;0.05;0.639;0.0;0.0872;0.437;177.945;167480.0;4.0
Fancy Like;Walker Hayes;Country;https://open.spotify.com/track/58UKC45GPNTflCN6nwCUeF;0.647;0.765;1.0;-6.459;1.0;0.06;0.111;0.0;0.315;0.855;79.994;161853.0;4.0
'Til You Can't;Cody Johnson;Country;https://open.spotify.com/track/4k3lPl8YTKuY8c1HelVnm3;0.501;0.815;1.0;-4.865;1.0;0.0436;0.0513;0.0;0.106;0.46;160.087;224213.0;4.0
Thought You Should Know;Morgan Wallen;Country;https://open.spotify.com/track/6NHpyYvJyQsg2nXXzGYc2R;0.529;0.695;6.0;-6.174;1.0;0.0278;0.488;1.24e-05;0.142;0.514;139.993;215572.0;4.0
Love Story (Taylor’s Version);Taylor Swift;Country;https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx;0.627;0.792;2.0;-4.311;1.0;0.031;0.13;3.97e-06;0.0845;0.415;119.054;235767.0;4.0
Whiskey On You;Nate Smith;Country;https://open.spotify.com/track/6Tm4Io4ct4w14nB1EUzsY3;0.479;0.768;8.0;-5.204;1.0;0.0312;7.02e-05;0.00549;0.121;0.576;110.024;183790.0;4.0
Flower Shops (feat. Morgan Wallen);ERNEST, Morgan Wallen;Country;https://open.spotify.com/track/0De9jFjJ4eRLl7Yww2eBw1;0.527;0.461;7.0;-5.908;1.0;0.0269;0.118;0.0;0.0831;0.227;128.153;214405.0;3.0
She Likes It (feat. Jake Scott);Russell Dickerson, Jake Scott;Country;https://open.spotify.com/track/6VVqPBFZIbcmv14zNfOc13;0.79;0.325;4.0;-11.689;1.0;0.127;0.509;0.0;0.155;0.539;126.877;163311.0;4.0
Beers On Me;Dierks Bentley, BRELAND, HARDY;Country;https://open.spotify.com/track/19ZzEzb4BVK1wVO4brrmZz;0.59;0.846;4.0;-4.251;1.0;0.0396;0.182;0.0;0.53;0.733;146.028;174681.0;4.0
Me On You;Muscadine Bloodline;Country;https://open.spotify.com/track/16IHzMTYzM3VKDJK0syV22;0.72;0.798;11.0;-5.42;0.0;0.0359;0.221;0.0;0.181;0.949;97.918;167267.0;4.0
Drunk (And I Don't Wanna Go Home);Elle King, Miranda Lambert;Country;https://open.spotify.com/track/0QULNNd9z5s35entfiiXoa;0.612;0.884;5.0;-4.4;1.0;0.0459;0.00516;0.0;0.0997;0.626;119.991;245626.0;4.0
Don't Think Jesus;Morgan Wallen;Country;https://open.spotify.com/track/1TUuhV75FeOF6UObRsABo2;0.578;0.431;2.0;-7.034;1.0;0.0269;0.469;0.0;0.137;0.21;116.979;226975.0;3.0
Wishful Drinking (with Sam Hunt);Ingrid Andress, Sam Hunt;Country;https://open.spotify.com/track/3HGnIIdHYIbkowzLk8UHbE;0.678;0.528;10.0;-7.317;1.0;0.0551;0.289;0.0;0.0734;0.614;79.018;194545.0;4.0
Last Night Lonely;Jon Pardi;Country;https://open.spotify.com/track/3SeeaIXnrCfT88vHVCRWHl;0.646;0.816;6.0;-2.65;1.0;0.0269;0.00496;0.0;0.179;0.865;102.972;181991.0;4.0
Wild as Her;Corey Kent;Country;https://open.spotify.com/track/4RG7P0CXQ4pe0OeCAHjX5L;0.504;0.736;0.0;-6.079;1.0;0.0352;0.00216;0.0;0.129;0.46;148.014;199733.0;4.0
Doin' This;Luke Combs;Country;https://open.spotify.com/track/6TpyujRefwsflWFXbmjVpj;0.588;0.55;1.0;-5.878;1.0;0.0269;0.166;8.67e-06;0.11;0.39;115.01;254173.0;4.0
What My World Spins Around;Jordan Davis;Country;https://open.spotify.com/track/6HBRLaSQ7NB8MNlaqzYen1;0.675;0.726;2.0;-6.459;1.0;0.0461;0.105;0.0;0.153;0.671;124.872;186791.0;4.0
HEARTFIRST;Kelsea Ballerini;Country;https://open.spotify.com/track/1S55d7hhptRt8PS6nC1fSY;0.662;0.855;0.0;-3.742;1.0;0.0457;0.021;0.0;0.228;0.84;120.079;187017.0;4.0
